SA2_MAINCODE_2016,SA2_NAME_2016,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE
210041241,Sunbury - South,210041241,Sunbury - South,1,100
210051242,Broadmeadows,210051242,Broadmeadows,1,100
210051243,Campbellfield - Coolaroo,210051243,Campbellfield - Coolaroo,1,100
210051245,Gladstone Park - Westmeadows,210051245,Gladstone Park - Westmeadows,1,100
210051246,Greenvale - Bulla,210051246,Greenvale - Bulla,0.940655,94.0655016
210051246,Greenvale - Bulla,210051249,Roxburgh Park - Somerton,0.059345,5.9344984
210051247,Meadow Heights,210051247,Meadow Heights,1,100
210051248,Melbourne Airport,210051248,Melbourne Airport,1,100
210051249,Roxburgh Park - Somerton,210051249,Roxburgh Park - Somerton,1,99.9999999
210051250,Tullamarine,210051250,Tullamarine,1,100
210051441,Craigieburn - Central,210051244,Craigieburn - Mickleham,1,100
210051442,Craigieburn - North,210051244,Craigieburn - Mickleham,1,100
210051443,Craigieburn - South,210051244,Craigieburn - Mickleham,1,100
210051444,Craigieburn - West,210051244,Craigieburn - Mickleham,1,100
210051445,Mickleham - Yuroke,210051244,Craigieburn - Mickleham,1,100
211011251,Bayswater,211011251,Bayswater,1,100
211011254,Knoxfield - Scoresby,211011254,Knoxfield - Scoresby,0.9999122,99.9912192
211011255,Lysterfield,211011255,Lysterfield,1,100
211011256,Rowville - Central,211011256,Rowville - Central,1,100
211011257,Rowville - North,211011257,Rowville - North,1,100
211011258,Rowville - South,211011258,Rowville - South,1,100
211011259,Wantirna,211011259,Wantirna,1,100
211011260,Wantirna South,211011260,Wantirna South,1,100
211011446,Boronia,211011252,Boronia - The Basin,1,100
211011447,Ferntree Gully (North),211011253,Ferntree Gully,1,100
211011448,Ferntree Gully (South) - Upper Ferntree Gully,211011253,Ferntree Gully,1,100
211011449,The Basin,211011252,Boronia - The Basin,1,100
211021261,Donvale - Park Orchards,211021261,Donvale - Park Orchards,1,100
211021262,Warrandyte - Wonga Park,211021262,Warrandyte - Wonga Park,1,100
211031263,Bayswater North,211031263,Bayswater North,1,100
211031265,Croydon Hills - Warranwood,211031265,Croydon Hills - Warranwood,1,100
211031266,Ringwood,211031266,Ringwood,1,100
211031267,Ringwood East,211031267,Ringwood East,1,100
211031268,Ringwood North,211031268,Ringwood North,1,100
211031450,Croydon - East,211031264,Croydon,1,100
211031451,Croydon - West,211031264,Croydon,1,100
211031452,Croydon South,211031264,Croydon,1,100
211041269,Forest Hill,211041269,Forest Hill,1,100
211041270,Mitcham (Vic.),211041270,Mitcham (Vic.),1,100
211041271,Nunawading,211041271,Nunawading,1,100
211041272,Vermont,211041272,Vermont,1,100
211041273,Vermont South,211041273,Vermont South,1,100
211051274,Belgrave - Selby,211051274,Belgrave - Selby,1,100
211051275,Chirnside Park,211051275,Chirnside Park,1,100
211051276,Healesville - Yarra Glen,211051276,Healesville - Yarra Glen,1,100
211051277,Kilsyth,211051277,Kilsyth,1,100
211051278,Lilydale - Coldstream,211051278,Lilydale - Coldstream,1,100
211051279,Monbulk - Silvan,211051279,Monbulk - Silvan,1,100
211051280,Montrose,211051280,Montrose,1,100
211051281,Mooroolbark,211051281,Mooroolbark,1,100
211051282,Mount Dandenong - Olinda,211051282,Mount Dandenong - Olinda,1,100
211051283,Mount Evelyn,211051283,Mount Evelyn,1,100
211051284,Upwey - Tecoma,211051284,Upwey - Tecoma,1,100
211051285,Wandin - Seville,211051285,Wandin - Seville,1,100
211051286,Yarra Valley,211051286,Yarra Valley,1,100
212011287,Beaconsfield - Officer,212011287,Beaconsfield - Officer,1,100
212011288,Bunyip - Garfield,212011288,Bunyip - Garfield,1,100
212011289,Emerald - Cockatoo,212011289,Emerald - Cockatoo,1,100
212011290,Koo Wee Rup,212011290,Koo Wee Rup,1,100
212011291,Pakenham - North,212011287,Beaconsfield - Officer,0.0173116,1.7311631
212011291,Pakenham - North,212011291,Pakenham - North,0.9826884,98.2688369
212011292,Pakenham - South,212011292,Pakenham - South,1,100
212021293,Berwick - North,212021293,Berwick - North,1,100
212021294,Berwick - South,212021294,Berwick - South,1,100
212021295,Doveton,212021295,Doveton,1,100
212021297,Hallam,212021297,Hallam,1,100
212021299,Narre Warren North,212021299,Narre Warren North,1,100
212021453,Endeavour Hills - North,212021296,Endeavour Hills,1,100
212021454,Endeavour Hills - South,212021296,Endeavour Hills,1,100
212021455,Narre Warren - North East,212021298,Narre Warren,1,100
212021456,Narre Warren - South West,212021298,Narre Warren,1,100
212031300,Cranbourne,212031300,Cranbourne,1,100
212031301,Cranbourne East,212031301,Cranbourne East,1,100
212031302,Cranbourne North,212031302,Cranbourne North,1,100
212031303,Cranbourne South,212031303,Cranbourne South,1,100
212031304,Cranbourne West,212031304,Cranbourne West,1,100
212031305,Hampton Park - Lynbrook,212031305,Hampton Park - Lynbrook,1,100
212031306,Lynbrook - Lyndhurst,212031306,Lynbrook - Lyndhurst,1,100
212031308,Pearcedale - Tooradin,212031308,Pearcedale - Tooradin,1,100
212031457,Narre Warren South (East),212031307,Narre Warren South,1,100
212031458,Narre Warren South (West),212031307,Narre Warren South,1,100
212041309,Clarinda - Oakleigh South,212041309,Clarinda - Oakleigh South,1,100
212041310,Clayton South,212041310,Clayton South,1,100
212041311,Dandenong,212041311,Dandenong,1,100
212041312,Dandenong North,212041312,Dandenong North,1,100
212041313,Dingley Village,212041313,Dingley Village,1,100
212041314,Keysborough,212041314,Keysborough,1,100
212041316,Noble Park North,212041316,Noble Park North,1,100
212041317,Springvale,212041317,Springvale,1,100
212041318,Springvale South,212041318,Springvale South,1,100
212041459,Noble Park - East,212041315,Noble Park,1,100
212041460,Noble Park - West,212041315,Noble Park,1,100
212051319,Ashwood - Chadstone,212051319,Ashwood - Chadstone,1,100
212051320,Clayton,212051320,Clayton,1,100
212051321,Glen Waverley - East,212051321,Glen Waverley - East,1,100
212051322,Glen Waverley - West,212051322,Glen Waverley - West,1,100
212051323,Mount Waverley - North,212051323,Mount Waverley - North,1,100
212051324,Mount Waverley - South,212051324,Mount Waverley - South,1,100
212051325,Mulgrave,212051325,Mulgrave,1,100
212051326,Oakleigh - Huntingdale,212051326,Oakleigh - Huntingdale,1,100
212051327,Wheelers Hill,212051327,Wheelers Hill,1,100
213011328,Ardeer - Albion,213011328,Ardeer - Albion,1,100
213011329,Cairnlea,213011329,Cairnlea,1,100
213011330,Deer Park - Derrimut,213011330,Deer Park - Derrimut,1,100
213011331,Delahey,213011331,Delahey,1,100
213011332,Keilor Downs,213011332,Keilor Downs,1,100
213011333,Kings Park (Vic.),213011333,Kings Park (Vic.),1,100
213011334,St Albans - North,213011334,St Albans - North,1,100
213011335,St Albans - South,213011335,St Albans - South,1,100
213011336,Sunshine,213011336,Sunshine,1,100
213011337,Sunshine North,213011337,Sunshine North,1,100
213011338,Sunshine West,213011338,Sunshine West,1,100
213011339,Sydenham,213011339,Sydenham,1,100
213011340,Taylors Lakes,213011340,Taylors Lakes,1,100
213021341,Altona,213021341,Altona,1,100
213021342,Altona Meadows,213021342,Altona Meadows,1,100
213021343,Altona North,213021343,Altona North,1,100
213021344,Newport,213021344,Newport,1,100
213021345,Seabrook,213021345,Seabrook,1,100
213021346,Williamstown,213021346,Williamstown,1,100
213031347,Braybrook,213031347,Braybrook,1,100
213031348,Footscray,213031348,Footscray,1,100
213031349,Maribyrnong,213031349,Maribyrnong,1,100
213031350,Seddon - Kingsville,213031350,Seddon - Kingsville,1,100
213031351,West Footscray - Tottenham,213031351,West Footscray - Tottenham,1,100
213031352,Yarraville,213031352,Yarraville,1,100
213041353,Bacchus Marsh,213041353,Bacchus Marsh,1,100
213041355,Hillside,213041355,Hillside,1,100
213041356,Melton,213041356,Melton,1,100
213041357,Melton South,213041357,Melton South,1,100
213041358,Melton West,213041358,Melton West,1,100
213041359,Rockbank - Mount Cottrell,213041359,Rockbank - Mount Cottrell,1,100
213041360,Taylors Hill,213041360,Taylors Hill,1,100
213041461,Burnside,213041354,Caroline Springs,1,100
213041462,Burnside Heights,213041354,Caroline Springs,1,100
213041463,Caroline Springs,213041354,Caroline Springs,1,100
213051361,Hoppers Crossing - North,213051361,Hoppers Crossing - North,1,100
213051362,Hoppers Crossing - South,213051362,Hoppers Crossing - South,1,100
213051363,Laverton,213051363,Laverton,1,100
213051365,Tarneit,213051365,Tarneit,1,100
213051366,Truganina,213051366,Truganina,1,99.9999997
213051368,Werribee - South,213051368,Werribee - South,1,100
213051369,Wyndham Vale,213051369,Wyndham Vale,1,100
213051464,Point Cook - East,213051364,Point Cook,1,100
213051465,Point Cook - North,213051364,Point Cook,1,100
213051466,Point Cook - South,213051364,Point Cook,1,100
213051467,Werribee - East,213051367,Werribee,1,100
213051468,Werribee - West,213051367,Werribee,1,100
214011370,Carrum Downs,214011370,Carrum Downs,1,100
214011371,Frankston,214011371,Frankston,1,100
214011372,Frankston North,214011372,Frankston North,1,100
214011373,Frankston South,214011373,Frankston South,1,100
214011374,Langwarrin,214011374,Langwarrin,1,100
214011375,Seaford (Vic.),214011375,Seaford (Vic.),1,100
214011376,Skye - Sandhurst,214011376,Skye - Sandhurst,1,100
214021377,Dromana,214021377,Dromana,1,100
214021378,Flinders,214021378,Flinders,1,100
214021379,Hastings - Somers,214021379,Hastings - Somers,1,100
214021380,Mornington,214021380,Mornington,1,100
214021381,Mount Eliza,214021381,Mount Eliza,1,100
214021382,Mount Martha,214021382,Mount Martha,1,100
214021383,Point Nepean,214021383,Point Nepean,1,100
214021384,Rosebud - McCrae,214021384,Rosebud - McCrae,1,100
214021385,Somerville,214021385,Somerville,1,100
215011386,Ararat,215011386,Ararat,1,100
215011387,Ararat Region,215011387,Ararat Region,1,100
215011388,Horsham,215011388,Horsham,1,100
215011389,Horsham Region,215011389,Horsham Region,1,100
215011390,Nhill Region,215011390,Nhill Region,1,100
215011391,St Arnaud,215011391,St Arnaud,1,100
215011392,Stawell,215011392,Stawell,1,100
215011393,West Wimmera,215011393,West Wimmera,1,100
215011394,Yarriambiack,215011394,Yarriambiack,1,100
215021395,Irymple,215021395,Irymple,0.9956351,99.5635094
215021395,Irymple,215021397,Mildura,0.0043649,0.4364906
215021396,Merbein,215021396,Merbein,1,100
215021398,Mildura Region,215021398,Mildura Region,1,100
215021399,Red Cliffs,215021399,Red Cliffs,1,100
215021469,Mildura - North,215021397,Mildura,1,100
215021470,Mildura - South,215021397,Mildura,1,100
215031400,Buloke,215031400,Buloke,1,100
215031401,Gannawarra,215031401,Gannawarra,1,100
215031402,Kerang,215031402,Kerang,1,100
215031403,Robinvale,215031403,Robinvale,1,100
215031404,Swan Hill,215031404,Swan Hill,1,100
215031405,Swan Hill Region,215031405,Swan Hill Region,1,100
216011406,Echuca,216011406,Echuca,1,100
216011407,Kyabram,216011407,Kyabram,1,100
216011408,Lockington - Gunbower,216011408,Lockington - Gunbower,1,100
216011409,Rochester,216011409,Rochester,1,100
216011410,Rushworth,216011410,Rushworth,1,100
216021411,Cobram,216021411,Cobram,1,100
216021412,Moira,216021412,Moira,1,100
216021413,Numurkah,216021413,Numurkah,1,100
216021414,Yarrawonga,216021414,Yarrawonga,1,100
216031415,Mooroopna,216031415,Mooroopna,1,100
216031416,Shepparton - North,216031416,Shepparton - North,1,100
216031417,Shepparton - South,216031417,Shepparton - South,1,100
216031418,Shepparton Region - East,216031418,Shepparton Region - East,1,100
216031419,Shepparton Region - West,216031419,Shepparton Region - West,1,100
217011420,Glenelg (Vic.),217011420,Glenelg (Vic.),1,100
217011421,Hamilton (Vic.),217011421,Hamilton (Vic.),1,100
217011422,Portland,217011422,Portland,1,100
217011423,Southern Grampians,217011423,Southern Grampians,1,100
217031471,Camperdown,217021424,Camperdown,1,100
217031472,Colac,217021425,Colac,1,100
217031473,Colac Region,217021426,Colac Region,1,100
217031474,Corangamite - North,217021427,Corangamite - North,1,100
217031475,Corangamite - South,217021428,Corangamite - South,1,100
217031476,Otway,217021431,Otway,1,100
217041477,Moyne - East,217021429,Moyne - East,1,100
217041478,Moyne - West,217021430,Moyne - West,1,100
217041479,Warrnambool - North,217021432,Warrnambool - North,1,100
217041480,Warrnambool - South,217021433,Warrnambool - South,1,100
301011001,Alexandra Hills,301011001,Alexandra Hills,0.9998442,99.9844202
301011001,Alexandra Hills,301021012,Thornlands,0.0001558,0.0155798
301011002,Belmont - Gumdale,301011002,Belmont - Gumdale,1,100
301011003,Birkdale,301011003,Birkdale,1,100
301011004,Capalaba,301011004,Capalaba,1,100
301011005,Thorneside,301011005,Thorneside,1,100
301011006,Wellington Point,301011006,Wellington Point,1,99.9999998
301021007,Cleveland,301021007,Cleveland,1,100
301021008,Ormiston,301021008,Ormiston,1,99.9999998
301021009,Redland Bay,301021009,Redland Bay,1,99.9999998
301021011,Sheldon - Mount Cotton,301021011,Sheldon - Mount Cotton,0.9996608,99.9660812
301021011,Sheldon - Mount Cotton,311051324,Cornubia - Carbrook,0.0003392,0.0339188
301021012,Thornlands,301021011,Sheldon - Mount Cotton,0.0005372,0.0537238
301021012,Thornlands,301021012,Thornlands,0.9994628,99.9462761
301021013,Victoria Point,301021013,Victoria Point,1,100
301021527,Redland Islands,301021010,Redland Islands,1,99.9999999
301031014,Brisbane Port - Lytton,301031014,Brisbane Port - Lytton,1,100
301031015,Manly - Lota,301031015,Manly - Lota,1,100
301031016,Manly West,301031016,Manly West,1,100
301031017,Murarrie,301031017,Murarrie,1,100
301031018,Tingalpa,301031018,Tingalpa,1,100
301031019,Wakerley,301031019,Wakerley,1,100
301031020,Wynnum,301031020,Wynnum,1,100
301031021,Wynnum West - Hemmant,301031021,Wynnum West - Hemmant,1,100
302011022,Bald Hills,302011022,Bald Hills,1,99.9999997
302011023,Bridgeman Downs,302011023,Bridgeman Downs,1,100
302011024,Carseldine,302011024,Carseldine,1,100
302011025,Everton Park,302011025,Everton Park,0.9997518,99.9751764
302011025,Everton Park,304041098,Enoggera,0.0002482,0.0248236
302011026,McDowall,302011026,McDowall,1,100
302021027,Aspley,302021027,Aspley,1,100
302021028,Chermside,302021028,Chermside,1,100
302021029,Chermside West,302021029,Chermside West,1,99.9999997
302021030,Geebung,302021030,Geebung,1,99.9999998
302021031,Kedron - Gordon Park,302021031,Kedron - Gordon Park,1,100
302021032,Stafford,302021032,Stafford,1,99.9999998
302021033,Stafford Heights,302021033,Stafford Heights,1,100
302021034,Wavell Heights,302021034,Wavell Heights,1,100
302031035,Boondall,302031035,Boondall,1,100
302031036,Brisbane Airport,302031036,Brisbane Airport,0.5515474,55.1547412
302031036,Brisbane Airport,302031039,Nudgee - Banyo,0.4484526,44.8452588
302031037,Eagle Farm - Pinkenba,302031037,Eagle Farm - Pinkenba,1,100
302031038,Northgate - Virginia,302031038,Northgate - Virginia,1,99.9999998
302031039,Nudgee - Banyo,302031039,Nudgee - Banyo,1,99.9999999
302031040,Nundah,302031040,Nundah,1,99.9999998
302041041,Bracken Ridge,302041041,Bracken Ridge,1,100
302041042,Brighton (Qld),302041042,Brighton (Qld),1,100
302041043,Deagon,302041043,Deagon,1,100
302041044,Sandgate - Shorncliffe,302041044,Sandgate - Shorncliffe,1,100
302041045,Taigum - Fitzgibbon,302041045,Taigum - Fitzgibbon,1,100
302041046,Zillmere,302041046,Zillmere,1,100
303011047,Camp Hill,303011047,Camp Hill,1,100
303011048,Cannon Hill,303011048,Cannon Hill,1,100
303011049,Carina,303011049,Carina,1,100
303011050,Carina Heights,303011050,Carina Heights,1,100
303011051,Carindale,303011051,Carindale,1,100
303021052,Annerley,303021052,Annerley,1,100
303021053,Coorparoo,303021053,Coorparoo,1,99.9999999
303021054,Fairfield - Dutton Park,303021054,Fairfield - Dutton Park,1,100
303021055,Greenslopes,303021053,Coorparoo,0.0003852,0.0385166
303021055,Greenslopes,303021055,Greenslopes,0.9996148,99.9614834
303021056,Holland Park,303021056,Holland Park,1,100
303021057,Holland Park West,303021057,Holland Park West,1,100
303021058,Woolloongabba,303021058,Woolloongabba,1,100
303021059,Yeronga,303021059,Yeronga,0.9997366,99.9736648
303031060,Eight Mile Plains,303031060,Eight Mile Plains,1,99.9999999
303031061,Macgregor (Qld),303031061,Macgregor (Qld),1,100
303031062,Mansfield (Qld),303031062,Mansfield (Qld),1,100
303031063,Mount Gravatt,303031063,Mount Gravatt,1,100
303031064,Rochedale - Burbank,301011002,Belmont - Gumdale,0.0004465,0.0446492
303031064,Rochedale - Burbank,303031064,Rochedale - Burbank,0.9995535,99.9553508
303031065,Upper Mount Gravatt,303031065,Upper Mount Gravatt,1,100
303031066,Wishart,303031066,Wishart,1,100
303041067,Coopers Plains,303041067,Coopers Plains,0.9992281,99.9228109
303041067,Coopers Plains,303061079,Sunnybank,0.0007719,0.0771891
303041068,Moorooka,303041068,Moorooka,1,99.9999999
303041069,Robertson,303041069,Robertson,1,100
303041070,Salisbury - Nathan,303041070,Salisbury - Nathan,1,100
303041071,Tarragindi,303041071,Tarragindi,1,99.9999999
303051072,Algester,303051072,Algester,0.9998123,99.9812335
303051072,Algester,303051076,Rocklea - Acacia Ridge,0.0001877,0.0187665
303051073,Calamvale - Stretton,303051073,Calamvale - Stretton,1,100
303051074,Pallara - Willawong,303051074,Pallara - Willawong,1,99.9999989
303051075,Parkinson - Drewvale,303051075,Parkinson - Drewvale,1,100
303051076,Rocklea - Acacia Ridge,303051076,Rocklea - Acacia Ridge,1,100
303061077,Kuraby,303061077,Kuraby,1,100
303061078,Runcorn,303061078,Runcorn,1,99.9999999
303061079,Sunnybank,303061079,Sunnybank,1,100
303061080,Sunnybank Hills,303061080,Sunnybank Hills,1,100
304011081,Jindalee - Mount Ommaney,304011081,Jindalee - Mount Ommaney,1,100
304011082,Middle Park - Jamboree Heights,304011082,Middle Park - Jamboree Heights,1,100
304011083,Riverhills,304011083,Riverhills,1,100
304011084,Seventeen Mile Rocks - Sinnamon Park,304011084,Seventeen Mile Rocks - Sinnamon Park,1,100
304011085,Westlake,304011085,Westlake,1,100
304021086,Bellbowrie - Moggill,304021086,Bellbowrie - Moggill,1,100
304021087,Brookfield - Kenmore Hills,304021087,Brookfield - Kenmore Hills,1,100
304021088,Chapel Hill,304021088,Chapel Hill,1,100
304021089,Fig Tree Pocket,304021089,Fig Tree Pocket,1,100
304021090,Kenmore,304021090,Kenmore,1,99.9999998
304021091,Pinjarra Hills - Pullenvale,304021091,Pinjarra Hills - Pullenvale,1,100
304031092,Chelmer - Graceville,304031092,Chelmer - Graceville,1,100
304031093,Corinda,304031093,Corinda,1,100
304031094,Indooroopilly,304031094,Indooroopilly,1,100
304031095,Sherwood,304031095,Sherwood,1,100
304031096,St Lucia,304031096,St Lucia,1,100
304031097,Taringa,304031097,Taringa,1,100
304041098,Enoggera,304041098,Enoggera,1,100
304041099,Enoggera Reservoir,304041099,Enoggera Reservoir,1,100
304041100,Keperra,304041100,Keperra,1,100
304041101,Mitchelton,304041101,Mitchelton,1,100
304041102,Mount Coot-tha,304041102,Mount Coot-tha,1,100
304041103,The Gap,304041099,Enoggera Reservoir,0.0001973,0.019734
304041103,The Gap,304041103,The Gap,0.9998027,99.980266
304041104,Upper Kedron - Ferny Grove,304041104,Upper Kedron - Ferny Grove,1,100
305011105,Brisbane City,305011105,Brisbane City,1,100
305011106,Fortitude Valley,305011106,Fortitude Valley,1,100
305011107,Highgate Hill,305011107,Highgate Hill,1,100
305011108,Kangaroo Point,305011108,Kangaroo Point,0.9988227,99.8822685
305011109,New Farm,305011109,New Farm,1,100
305011110,South Brisbane,305011110,South Brisbane,1,100
305011111,Spring Hill,305011111,Spring Hill,1,100
305011112,West End,305011112,West End,1,99.9999999
305021113,Balmoral,305021113,Balmoral,1,100
305021114,Bulimba,305021114,Bulimba,1,100
305021115,East Brisbane,305021115,East Brisbane,1,100
305021116,Hawthorne,305021116,Hawthorne,1,100
305021117,Morningside - Seven Hills,305021117,Morningside - Seven Hills,1,100
305021118,Norman Park,305021118,Norman Park,1,100
305031119,Albion,305031119,Albion,1,100
305031120,Alderley,305031120,Alderley,1,100
305031121,Ascot,305031121,Ascot,1,100
305031122,Clayfield,305031122,Clayfield,1,100
305031123,Grange,305031123,Grange,1,100
305031124,Hamilton (Qld),305031124,Hamilton (Qld),1,100
305031125,Hendra,305031125,Hendra,1,100
305031126,Kelvin Grove - Herston,305031126,Kelvin Grove - Herston,1,100
305031127,Newmarket,305031120,Alderley,0.0040012,0.4001238
305031127,Newmarket,305031127,Newmarket,0.9959988,99.5998762
305031128,Newstead - Bowen Hills,305031128,Newstead - Bowen Hills,0.9865636,98.6563616
305031129,Wilston,305031129,Wilston,1,100
305031130,Windsor,305031130,Windsor,1,100
305031131,Wooloowin - Lutwyche,305031131,Wooloowin - Lutwyche,1,100
305041132,Ashgrove,305041132,Ashgrove,1,100
305041133,Auchenflower,305041133,Auchenflower,1,100
305041134,Bardon,305041134,Bardon,1,100
305041135,Paddington - Milton,305041135,Paddington - Milton,1,99.9999999
305041136,Red Hill (Qld),305041136,Red Hill (Qld),1,100
305041137,Toowong,305041137,Toowong,1,100
306011138,Brinsmead,306011138,Brinsmead,1,100
306011139,Clifton Beach - Kewarra Beach,306011139,Clifton Beach - Kewarra Beach,1,99.9999999
306011140,Freshwater - Stratford,306011140,Freshwater - Stratford,1,100
306011141,Redlynch,306011141,Redlynch,1,100
306011142,Trinity Beach - Smithfield,306011142,Trinity Beach - Smithfield,1,100
306011143,Yorkeys Knob - Machans Beach,306011143,Yorkeys Knob - Machans Beach,1,100
306021144,Bentley Park,306021144,Bentley Park,1,100
306021145,Cairns City,306021145,Cairns City,1,100
306021146,Earlville - Bayview Heights,306021146,Earlville - Bayview Heights,1,100
306021147,Edmonton,306021147,Edmonton,1,100
306021148,Gordonvale - Trinity,306021148,Gordonvale - Trinity,1,100
306021149,Kanimbla - Mooroobool,306021149,Kanimbla - Mooroobool,1,100
306021150,Lamb Range,306021150,Lamb Range,1,100
306021151,Manoora,306021151,Manoora,1,100
306021152,Manunda,306021152,Manunda,1,100
306021153,Mount Sheridan,306021153,Mount Sheridan,1,100
306021154,Westcourt - Bungalow,306021154,Westcourt - Bungalow,1,100
306021155,White Rock,306021155,White Rock,1,100
306021156,Whitfield - Edge Hill,306021156,Whitfield - Edge Hill,1,100
306021157,Woree,306021157,Woree,1,100
306031158,Babinda,306031158,Babinda,1,100
306031159,Innisfail,306031159,Innisfail,1,99.9999999
306031160,Johnstone,306031160,Johnstone,1,100
306031161,Tully,306031161,Tully,1,99.9999995
306031162,Wooroonooran,306031162,Wooroonooran,1,100
306031163,Yarrabah,306031163,Yarrabah,1,100
306041164,Daintree,306041164,Daintree,1,100
306041165,Port Douglas,306041165,Port Douglas,1,100
306051166,Atherton,306051166,Atherton,1,100
306051167,Herberton,306051167,Herberton,1,100
306051168,Kuranda,306051168,Kuranda,1,100
306051169,Malanda - Yungaburra,306051169,Malanda - Yungaburra,1,100
306051170,Mareeba,306051170,Mareeba,1,100
307011171,Balonne,307011171,Balonne,1,100
307011172,Chinchilla,307011172,Chinchilla,1,100
307011173,Goondiwindi,307011173,Goondiwindi,1,100
307011174,Inglewood - Waggamba,307011174,Inglewood - Waggamba,1,100
307011175,Miles - Wandoan,307011175,Miles - Wandoan,1,100
307011176,Roma,307011176,Roma,1,100
307011177,Roma Region,307011177,Roma Region,1,100
307011178,Tara,307011178,Tara,1,100
307021179,Crows Nest - Rosalie,307021179,Crows Nest - Rosalie,1,100
307021180,Jondaryan,307021180,Jondaryan,1,100
307021181,Millmerran,307021181,Millmerran,1,100
307021182,Pittsworth,307021182,Pittsworth,1,100
307021183,Wambo,307021183,Wambo,1,100
307031184,Clifton - Greenmount,307031184,Clifton - Greenmount,1,100
307031185,Southern Downs - East,307031185,Southern Downs - East,1,100
307031186,Southern Downs - West,307031186,Southern Downs - West,1,100
307031187,Stanthorpe,307031187,Stanthorpe,1,100
307031188,Stanthorpe Region,307031188,Stanthorpe Region,1,100
307031189,Warwick,307031189,Warwick,1,100
308011190,Central Highlands - East,308011190,Central Highlands - East,1,100
308011191,Central Highlands - West,308011191,Central Highlands - West,1,100
308011192,Emerald,308011192,Emerald,1,100
308031205,Berserker,308031205,Berserker,1,100
308031206,Bouldercombe,308031206,Bouldercombe,0.9686777,96.8677699
308031206,Bouldercombe,308031210,Gracemere,0.0156612,1.566115
308031206,Bouldercombe,308031212,Mount Morgan,0.0156612,1.566115
308031207,Emu Park,308031207,Emu Park,1,100
308031208,Frenchville - Mount Archer,308031208,Frenchville - Mount Archer,1,100
308031209,Glenlee - Rockyview,308031209,Glenlee - Rockyview,1,100
308031210,Gracemere,308031210,Gracemere,1,100
308031211,Lakes Creek,308031211,Lakes Creek,1,100
308031212,Mount Morgan,308031212,Mount Morgan,1,100
308031213,Norman Gardens,308031213,Norman Gardens,1,100
308031214,Park Avenue,308031214,Park Avenue,1,100
308031215,Parkhurst - Kawana,308031215,Parkhurst - Kawana,1,100
308031216,Rockhampton - West,308031216,Rockhampton - West,1,100
308031217,Rockhampton City,308031217,Rockhampton City,1,100
308031218,Rockhampton Region - East,308031218,Rockhampton Region - East,1,100
308031219,Rockhampton Region - North,308031219,Rockhampton Region - North,1,100
308031220,Rockhampton Region - West,308031220,Rockhampton Region - West,1,100
308031221,Shoalwater Bay,308031221,Shoalwater Bay,1,100
308031222,The Range - Allenstown,308031222,The Range - Allenstown,1,100
308031223,Yeppoon,308031223,Yeppoon,1,100
308041528,Banana,308021194,Banana,1,100
308041529,Biloela,308021195,Biloela,1,100
308051530,Agnes Water - Miriam Vale,308021193,Agnes Water - Miriam Vale,1,99.9999997
308051531,Boyne Island - Tannum Sands,308021196,Boyne Island - Tannum Sands,0.9978858,99.7885835
308051531,Boyne Island - Tannum Sands,308021200,Gladstone Hinterland,0.0021142,0.2114165
308051532,Callemondah,308021197,Callemondah,0.88,88.0000032
308051532,Callemondah,308021199,Gladstone,0.0799997,7.9999712
308051533,Clinton - New Auckland,308021198,Clinton - New Auckland,1,100
308051534,Gladstone,308021199,Gladstone,1,100
308051535,Gladstone Hinterland,308021200,Gladstone Hinterland,0.9989134,99.8913401
308051535,Gladstone Hinterland,308021203,Telina - Toolooa,0.0010866,0.1086598
308051536,Kin Kora - Sun Valley,308021201,Kin Kora - Sun Valley,1,100
308051537,South Trees,308021202,South Trees,0.75,75
308051537,South Trees,308021203,Telina - Toolooa,0.125,12.5
308051538,Telina - Toolooa,308021203,Telina - Toolooa,1,100
308051539,West Gladstone,308021204,West Gladstone,1,100
309011224,Broadbeach Waters,309011224,Broadbeach Waters,1,100
309011225,Burleigh Heads,309011225,Burleigh Heads,1,99.9999997
309011226,Burleigh Waters,309011226,Burleigh Waters,1,100
309011227,Mermaid Beach - Broadbeach,309011227,Mermaid Beach - Broadbeach,1,100
309011228,Mermaid Waters,309011228,Mermaid Waters,1,100
309011229,Miami,309011229,Miami,1,100
309021230,Coolangatta,309021230,Coolangatta,1,100
309021231,Currumbin - Tugun,309021231,Currumbin - Tugun,1,99.9999998
309021232,Currumbin Waters,309021232,Currumbin Waters,1,99.9999998
309021233,Elanora,309021233,Elanora,0.9996705,99.9670456
309021233,Elanora,309051243,Currumbin Valley - Tallebudgera,0.0003295,0.0329544
309021234,Palm Beach,309021234,Palm Beach,1,100
309031235,Arundel,309031235,Arundel,1,100
309031236,Biggera Waters,309031236,Biggera Waters,1,100
309031237,Coombabah,309031237,Coombabah,1,100
309031238,Labrador,309031238,Labrador,1,100
309031239,Paradise Point - Hollywell,309031239,Paradise Point - Hollywell,1,99.9999999
309031240,Runaway Bay,309031240,Runaway Bay,1,100
309041241,Guanaba - Springbrook,309041241,Guanaba - Springbrook,1,100
309041242,Tamborine - Canungra,309041242,Tamborine - Canungra,1,100
309051243,Currumbin Valley - Tallebudgera,309051243,Currumbin Valley - Tallebudgera,1,100
